latitude,longitude,description,"location_description","primary_type"
"41.907715563","-87.706943118","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.879334956","-87.758427123","FROM BUILDING",APARTMENT,THEFT
"41.69853055","-87.528182627","$500 AND UNDER",STREET,THEFT
"41.774887839","-87.784810833","FRAUD OR CONFIDENCE GAME",RESIDENCE,"DECEPTIVE PRACTICE"
"42.001786346","-87.69731291","FRAUD OR CONFIDENCE GAME",RESIDENCE,"DECEPTIVE PRACTICE"
"41.867786016","-87.660236513","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)",THEFT
"41.76467399","-87.684807529","ARSON THREAT",SIDEWALK,"PUBLIC PEACE VIOLATION"
"41.673348198","-87.640560478","$500 AND UNDER",RESIDENCE,THEFT
"41.96811792","-87.661211122","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL DAMAGE"
"41.742640277","-87.628031944","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.704276153","-87.619816231","TELEPHONE THREAT",RESIDENCE,"OTHER OFFENSE"
"41.766247562","-87.57557552","AGGRAVATED: HANDGUN","GROCERY FOOD STORE",ASSAULT
"41.751541231","-87.665897675","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.896637081","-87.68810952","AGGRAVATED: OTHER FIREARM","SCHOOL, PUBLIC, GROUNDS",ASSAULT
"41.893606982","-87.718026137",SIMPLE,RESIDENCE,BATTERY
"41.902085462","-87.641168032","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PUBLIC, BUILDING",BATTERY
"41.810647712","-87.622873667","STRONGARM - NO WEAPON",STREET,ROBBERY
"41.692041778","-87.665923635","OVER $500","SCHOOL, PUBLIC, BUILDING",THEFT
"41.750855036","-87.629994265","DOMESTIC BATTERY SIMPLE","VEHICLE NON-COMMERCIAL",BATTERY
"41.747398278","-87.55523933","UNLAWFUL POSS OF HANDGUN","RESIDENTIAL YARD (FRONT/BACK)","WEAPONS VIOLATION"
"41.877822179","-87.655181405",SIMPLE,"DEPARTMENT STORE",BATTERY
"41.857775717","-87.705426435","PURSE-SNATCHING",SIDEWALK,THEFT
"41.879937206","-87.627721268",SIMPLE,"DEPARTMENT STORE",ASSAULT
"41.748196245","-87.646396543","ATT: AUTOMOBILE",STREET,"MOTOR VEHICLE THEFT"
"41.953443342","-87.744957048","FRAUD OR CONFIDENCE GAME","PARKING LOT/GARAGE(NON.RESID.)","DECEPTIVE PRACTICE"
"41.892422265","-87.712565035","AGGRAVATED: HANDGUN",APARTMENT,ASSAULT
"42.017949041","-87.68349535","$500 AND UNDER",STREET,THEFT
"41.895514941","-87.710522296","AGGRAVATED: OTHER DANG WEAPON",SIDEWALK,BATTERY
"41.894567964","-87.708966831","TO PROPERTY",STREET,"CRIMINAL DAMAGE"
"41.830987823","-87.628149039",SIMPLE,SIDEWALK,BATTERY
"41.820982288","-87.601400234","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.845393105","-87.703829916","AGGRAVATED: HANDGUN",SIDEWALK,BATTERY
"41.876607964","-87.627644063","$500 AND UNDER",SIDEWALK,THEFT
"41.73599838","-87.648794475","TO VEHICLE",OTHER,"CRIMINAL DAMAGE"
"41.896637081","-87.68810952",SIMPLE,"SCHOOL, PUBLIC, GROUNDS",BATTERY
"41.971022998","-87.724478132","ATTEMPT THEFT","SCHOOL, PUBLIC, GROUNDS",THEFT
"41.865572356","-87.766120589","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.972215967","-87.726926939",SIMPLE,SIDEWALK,BATTERY
"41.892509386","-87.626069718","$500 AND UNDER",RESTAURANT,THEFT
"41.685600111","-87.649464424","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.800413627","-87.667187857",SIMPLE,RESIDENCE,BATTERY
"41.688967572","-87.622357873","AGGRAVATED: HANDGUN",RESIDENCE,ASSAULT
"41.932109404","-87.644713367","COUNTERFEITING DOCUMENT","SMALL RETAIL STORE","DECEPTIVE PRACTICE"
"41.931885873","-87.718974049",SIMPLE,STREET,ASSAULT
"41.931885873","-87.718974049","TO PROPERTY","RESIDENTIAL YARD (FRONT/BACK)","CRIMINAL DAMAGE"
"41.772078819","-87.634839753","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.805263702","-87.618051298","FIRST DEGREE MURDER",STREET,HOMICIDE
"41.733088802","-87.552711915",SIMPLE,"RESIDENTIAL YARD (FRONT/BACK)",ASSAULT
"41.819269537","-87.604802194","FROM BUILDING",RESIDENCE,THEFT
"41.97008868","-87.762690091","AGGRAVATED: HANDGUN",SIDEWALK,ASSAULT
"41.924198765","-87.74937447","DOMESTIC BATTERY SIMPLE","GAS STATION",BATTERY
"41.761251959","-87.588433519",SIMPLE,APARTMENT,ASSAULT
"41.965426344","-87.655227542","TO LAND","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL TRESPASS"
"41.872875065","-87.725403155","AGGRAVATED: HANDGUN","CONVENIENCE STORE",ASSAULT
"41.908502171","-87.760902421","OVER $500",RESIDENCE,THEFT
"41.890396818","-87.767781443",SIMPLE,"SCHOOL, PUBLIC, BUILDING",BATTERY
"41.939923405","-87.668667203","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.93447833","-87.652648383","FROM BUILDING","ATHLETIC CLUB",THEFT
"41.86599956","-87.686023994","POSS: CRACK",ALLEY,NARCOTICS
"41.774406374","-87.635807999","FRAUD OR CONFIDENCE GAME",APARTMENT,"DECEPTIVE PRACTICE"
"41.884790951","-87.624469241","FRAUD OR CONFIDENCE GAME","ATM (AUTOMATIC TELLER MACHINE)","DECEPTIVE PRACTICE"
"41.859859665","-87.715233143","GUN OFFENDER: DUTY TO REGISTER",STREET,"OTHER OFFENSE"
"41.902235745","-87.723850067","STRONGARM - NO WEAPON",SIDEWALK,ROBBERY
"41.752843891","-87.556998643","DOMESTIC BATTERY SIMPLE",STREET,BATTERY
"41.959643724","-87.760937607",SIMPLE,RESIDENCE,BATTERY
"41.761964493","-87.690512437","TELEPHONE THREAT",RESIDENCE,"OTHER OFFENSE"
"41.900907679","-87.719241702","POSS: HEROIN(BRN/TAN)",SIDEWALK,NARCOTICS
"41.886467402","-87.632471344","CREDIT CARD FRAUD",RESTAURANT,"DECEPTIVE PRACTICE"
"41.886467402","-87.632471344","FROM BUILDING",RESTAURANT,THEFT
"41.918646522","-87.64613311","POSS: SYNTHETIC DRUGS","SCHOOL, PUBLIC, BUILDING",NARCOTICS
"41.893541578","-87.629701805","FORCIBLE ENTRY",OTHER,BURGLARY
"41.885741529","-87.631344503","CREDIT CARD FRAUD","CTA PLATFORM","DECEPTIVE PRACTICE"
"41.749377016","-87.725422732","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.941192966","-87.64018655","AGGRAVATED:KNIFE/CUTTING INSTR",SIDEWALK,BATTERY
"41.972944196","-87.728159323","$500 AND UNDER","NURSING HOME/RETIREMENT HOME",THEFT
"41.918521125","-87.699220641","$500 AND UNDER",STREET,THEFT
"41.885741529","-87.631344503","POCKET-PICKING","CTA PLATFORM",THEFT
"41.884476226","-87.631310613","CREDIT CARD FRAUD","GOVERNMENT BUILDING/PROPERTY","DECEPTIVE PRACTICE"
"41.682928256","-87.64094462","OVER $500","RESIDENCE PORCH/HALLWAY",THEFT
"41.752607121","-87.587118865","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.679934332","-87.615472731","TO PROPERTY","RESIDENCE-GARAGE","CRIMINAL DAMAGE"
"41.847154968","-87.718530183","HARASSMENT BY TELEPHONE","RESIDENTIAL YARD (FRONT/BACK)","OTHER OFFENSE"
"41.931639765","-87.738421102","FROM BUILDING","DEPARTMENT STORE",THEFT
"41.903527064","-87.729854876","AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY",SIDEWALK,BATTERY
"41.778939876","-87.787419722","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.765384329","-87.693047847","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.894384712","-87.712623163","POSS: HEROIN(WHITE)","RESIDENTIAL YARD (FRONT/BACK)",NARCOTICS
"41.766086891","-87.658994938","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.735909042","-87.655016663",SIMPLE,STREET,ASSAULT
"41.749100888","-87.737144791","ARMED: HANDGUN",STREET,ROBBERY
"41.936962268","-87.700206749","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL DAMAGE"
"41.98287878","-87.791440835",SIMPLE,"SCHOOL, PUBLIC, BUILDING",ASSAULT
"41.936962268","-87.700206749","AGGRAVATED: OTHER DANG WEAPON","PARKING LOT/GARAGE(NON.RESID.)",ASSAULT
"41.880178769","-87.63672258","POCKET-PICKING",SIDEWALK,THEFT
"41.965352869","-87.772296206",SIMPLE,"SCHOOL, PUBLIC, BUILDING",BATTERY
"41.913810131","-87.782344396","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.868120316","-87.632624055","RETAIL THEFT","DEPARTMENT STORE",THEFT
"41.943552694","-87.688162342","FINANCIAL IDENTITY THEFT OVER $ 300",OTHER,"DECEPTIVE PRACTICE"
"41.74248055","-87.548791037","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.894065054","-87.628697034",SIMPLE,RESTAURANT,BATTERY
"41.854714881","-87.694301298","AGGRAVATED: OTHER DANG WEAPON",STREET,BATTERY
"41.736491541","-87.615385513","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.768398592","-87.677658532","UNLAWFUL POSS OF HANDGUN",STREET,"WEAPONS VIOLATION"
"41.673185855","-87.622513271","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.865237501","-87.655721922","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.952766091","-87.806673096","ILLEGAL USE CASH CARD",BANK,"DECEPTIVE PRACTICE"
"41.886862498","-87.736916005","DOMESTIC BATTERY SIMPLE","COMMERCIAL / BUSINESS OFFICE",BATTERY
"41.707756212","-87.580708771","$500 AND UNDER",OTHER,THEFT
"41.866358918","-87.709806763",SIMPLE,"CTA BUS STOP",ASSAULT
"41.767988328","-87.618535168","UNLAWFUL ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.759326916","-87.649118375",SIMPLE,"SCHOOL, PUBLIC, GROUNDS",BATTERY
"41.778139616","-87.605880167","TO PROPERTY",OTHER,"CRIMINAL DAMAGE"
"41.709799279","-87.632104695","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.761964493","-87.690512437","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.886817789","-87.634579186","POCKET-PICKING",STREET,THEFT
"41.807685866","-87.668590709","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.887454953","-87.662270314","POCKET-PICKING",STREET,THEFT
"41.883455151","-87.679142242","RECKLESS FIREARM DISCHARGE","RESIDENTIAL YARD (FRONT/BACK)","WEAPONS VIOLATION"
"41.752130519","-87.605224736","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.899813262","-87.677164406","VIOLATE ORDER OF PROTECTION","COMMERCIAL / BUSINESS OFFICE","OTHER OFFENSE"
"41.795173015","-87.714974925","OVER $500",STREET,THEFT
"41.670593854","-87.636183183","DOMESTIC BATTERY SIMPLE",SIDEWALK,BATTERY
"41.801983471","-87.587712546","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.945772275","-87.668830681","FINANCIAL IDENTITY THEFT OVER $ 300",RESIDENCE,"DECEPTIVE PRACTICE"
"41.975594936","-87.654987288","POCKET-PICKING","CTA BUS",THEFT
"41.721733886","-87.623095706",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.677800003","-87.642921387","FRAUD OR CONFIDENCE GAME","GOVERNMENT BUILDING/PROPERTY","DECEPTIVE PRACTICE"
"41.936806279","-87.762027629","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.728151138","-87.622376602","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.937275013","-87.726618559",SIMPLE,SIDEWALK,BATTERY
"41.809346801","-87.618871535","MANU/DEL:CANNABIS OVER 10 GMS","CTA STATION",NARCOTICS
"41.901073698","-87.63136393","FROM BUILDING","ATHLETIC CLUB",THEFT
"41.878053886","-87.638849697","FROM BUILDING",RESTAURANT,THEFT
"41.760720857","-87.652787167","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.881031663","-87.641167624","FROM BUILDING",RESTAURANT,THEFT
"41.923637978","-87.789987521","POCKET-PICKING","GROCERY FOOD STORE",THEFT
"41.901729932","-87.726275604","POSS: CANNABIS 30GMS OR LESS","PARK PROPERTY",NARCOTICS
"41.751443901","-87.554102046",SIMPLE,STREET,ASSAULT
"41.812999509","-87.617561728","FORCIBLE ENTRY",APARTMENT,BURGLARY
"41.848139885","-87.685528742","OVER $500",STREET,THEFT
"41.855869895","-87.729752505",SIMPLE,"SCHOOL, PUBLIC, BUILDING",BATTERY
"41.911668551","-87.786712722","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.7128602","-87.592464611","FROM BUILDING","SCHOOL, PUBLIC, BUILDING",THEFT
"41.783190475","-87.615697097",SIMPLE,"RESIDENCE PORCH/HALLWAY",BATTERY
"41.859844244","-87.716448371","POSS: HEROIN(WHITE)",STREET,NARCOTICS
"41.679058474","-87.632299416",INTIMIDATION,STREET,INTIMIDATION
"41.747227391","-87.673058833","FORCIBLE ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.895273434","-87.629741563","ILLEGAL USE CASH CARD",OTHER,"DECEPTIVE PRACTICE"
"41.882994123","-87.655949303",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.787429071","-87.6216597",FORGERY,RESIDENCE,"DECEPTIVE PRACTICE"
"41.877540094","-87.742719919","SOLICIT NARCOTICS ON PUBLICWAY",SIDEWALK,NARCOTICS
"41.759668763","-87.579219169","$500 AND UNDER","RESIDENCE PORCH/HALLWAY",THEFT
"41.701595778","-87.631538348","TO PROPERTY",STREET,"CRIMINAL DAMAGE"
"41.862391182","-87.734122174","FRAUD OR CONFIDENCE GAME",APARTMENT,"DECEPTIVE PRACTICE"
"41.983923908","-87.713784501","TO VEHICLE",OTHER,"CRIMINAL DAMAGE"
"41.926287021","-87.785547998","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.86789576","-87.642212505","$500 AND UNDER",STREET,THEFT
"41.895273434","-87.629741563","FROM BUILDING",OTHER,THEFT
"41.754958291","-87.660320873",SIMPLE,RESIDENCE,ASSAULT
"41.890388724","-87.631091625","HARASSMENT BY TELEPHONE","COMMERCIAL / BUSINESS OFFICE","OTHER OFFENSE"
"42.012099666","-87.698424465","RETAIL THEFT","CONVENIENCE STORE",THEFT
"41.705722223","-87.669231914","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.762318036","-87.597577257","AGGRAVATED: HANDGUN",SIDEWALK,BATTERY
"41.879417992","-87.68148947","AGGRAVATED: HANDGUN",RESIDENCE,ASSAULT
"41.708029389","-87.569290282","POSS: CANNABIS 30GMS OR LESS","POLICE FACILITY/VEH PARKING LOT",NARCOTICS
"41.730251479","-87.599822686","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.939082775","-87.728049561","TO RESIDENCE",RESIDENCE,"CRIMINAL TRESPASS"
"41.961136383","-87.712325027","TO LAND","DRUG STORE","CRIMINAL TRESPASS"
"41.780155491","-87.586451255","VIOLATION OF CIVIL NO CONTACT ORDER",STREET,"OTHER OFFENSE"
"41.910658378","-87.639793252","OVER $500",STREET,THEFT
"41.909219317","-87.778416208","OVER $500",RESIDENCE,THEFT
"41.93685941","-87.757829903","FORCIBLE ENTRY",RESIDENCE,BURGLARY
"41.72783463","-87.643386042","$500 AND UNDER",APARTMENT,THEFT
"41.765476759","-87.578128474","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.747170897","-87.605119541","MANU/DEL:CANNABIS OVER 10 GMS",STREET,NARCOTICS
"41.837099094","-87.709712895",SIMPLE,"PARKING LOT/GARAGE(NON.RESID.)",BATTERY
"41.924035234","-87.761594059","AGGRAVATED:KNIFE/CUTTING INSTR","SCHOOL, PUBLIC, BUILDING",BATTERY
"41.89145979","-87.667153542","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.909690217","-87.740843921","ILLEGAL USE CASH CARD",OTHER,"DECEPTIVE PRACTICE"
"41.777852398","-87.650289004","AGGRAVATED: HANDGUN","RESIDENTIAL YARD (FRONT/BACK)",BATTERY
"41.798940999","-87.653780233","HARASSMENT BY TELEPHONE",APARTMENT,"OTHER OFFENSE"
"41.885741029","-87.631711749","POCKET-PICKING","CTA TRAIN",THEFT
"42.010060309","-87.684605927",SIMPLE,"SCHOOL, PUBLIC, BUILDING",BATTERY
"41.764593877","-87.640070961",SIMPLE,RESIDENCE,BATTERY
"41.965856074","-87.663922792","VIOLATE ORDER OF PROTECTION",RESIDENCE,"OTHER OFFENSE"
"41.929743818","-87.684273777","$500 AND UNDER","DEPARTMENT STORE",THEFT
"41.705682572","-87.637939281","AGGRAVATED: HANDGUN",SIDEWALK,ASSAULT
"41.787623197","-87.648634237","POSS: METHAMPHETAMINES",RESIDENCE,NARCOTICS
"41.673692041","-87.624934501","HARASSMENT BY TELEPHONE",RESIDENCE,"OTHER OFFENSE"
"41.710427575","-87.618715409","$500 AND UNDER","VEHICLE NON-COMMERCIAL",THEFT
"41.926106647","-87.646354382",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.964744922","-87.714849143",SIMPLE,"SCHOOL, PUBLIC, GROUNDS",BATTERY
"41.844538907","-87.703196029",SIMPLE,OTHER,ASSAULT
"41.747227391","-87.673058833","FORCIBLE ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.868573589","-87.660231922","HARASSMENT BY TELEPHONE",RESIDENCE,"OTHER OFFENSE"
"41.764707098","-87.624890909",SIMPLE,STREET,BATTERY
"41.889908993","-87.721341309","POSS: CANNABIS 30GMS OR LESS",SIDEWALK,NARCOTICS
"41.777068318","-87.640794522","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PUBLIC, BUILDING",BATTERY
"41.743942175","-87.60662908","ARSON THREAT",OTHER,"PUBLIC PEACE VIOLATION"
"41.924877313","-87.759863123","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.871371147","-87.627514417","FROM BUILDING",OTHER,THEFT
"41.893458979","-87.616348222","DELIVERY CONTAINER THEFT",STREET,THEFT
"41.733226633","-87.544364336","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PUBLIC, BUILDING",ASSAULT
"41.894860447","-87.764194002","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.911343842","-87.63471588","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.900505589","-87.699285044",SIMPLE,"HOSPITAL BUILDING/GROUNDS",BATTERY
"42.00711743","-87.670006581","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.80211009","-87.685508459","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PUBLIC, BUILDING",BATTERY
"41.977693173","-87.690079632","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)",THEFT
"41.940078259","-87.64237086","FROM BUILDING",APARTMENT,THEFT
"41.861551829","-87.720158056","$500 AND UNDER",STREET,THEFT
"41.760550693","-87.590325572","TELEPHONE THREAT",SIDEWALK,"OTHER OFFENSE"
"41.881883933","-87.640060441","BOMB THREAT","OTHER RAILROAD PROP / TRAIN DEPOT","PUBLIC PEACE VIOLATION"
"41.872364156","-87.703418476","POSS: HALLUCINOGENS",SIDEWALK,NARCOTICS
"41.97070461","-87.728099622","ATTEMPT THEFT","CONVENIENCE STORE",THEFT
"41.884483968","-87.628989611","TO LAND",RESTAURANT,"CRIMINAL TRESPASS"
"41.741949408","-87.617054222","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PUBLIC, BUILDING",BATTERY
"41.910677595","-87.664308588","HARASSMENT BY ELECTRONIC MEANS",OTHER,"OTHER OFFENSE"
"41.728413686","-87.606441434","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.731070963","-87.611353652","PURSE-SNATCHING","PARK PROPERTY",THEFT
"41.758844262","-87.579034569","DOMESTIC BATTERY SIMPLE","PARK PROPERTY",BATTERY
"41.912635411","-87.690946367","$500 AND UNDER",APARTMENT,THEFT
"41.884476226","-87.631310613",FORGERY,BANK,"DECEPTIVE PRACTICE"
"41.909588772","-87.748894125","FROM BUILDING",OTHER,THEFT
"41.756141794","-87.608991008",SIMPLE,"DAY CARE CENTER",BATTERY
"41.764809696","-87.623284289","AGG PO HANDS NO/MIN INJURY",SIDEWALK,ASSAULT
"42.018498254","-87.672983233",SIMPLE,"CTA TRAIN",BATTERY
"41.757835879","-87.607821115","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.679173678","-87.628699756","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.88635374","-87.620691382","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.757751768","-87.60537011","TO PROPERTY","GAS STATION","CRIMINAL DAMAGE"
"41.874230731","-87.734808371","DOMESTIC BATTERY SIMPLE",SIDEWALK,BATTERY
"41.758868246","-87.576838856",SIMPLE,"SCHOOL, PUBLIC, BUILDING",BATTERY
"41.771420432","-87.661571183","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.906242849","-87.633000828","$500 AND UNDER","VEHICLE NON-COMMERCIAL",THEFT
"41.886065157","-87.756497517","$500 AND UNDER",STREET,THEFT
"41.728107638","-87.553079947","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL DAMAGE"
"41.954483896","-87.717834303","POCKET-PICKING","CTA TRAIN",THEFT
"41.744751515","-87.622827429","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.728394471","-87.636111797","FORCIBLE ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.760550693","-87.590325572","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.912943486","-87.70346051","UNLAWFUL ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.798639747","-87.604632486","UNLAWFUL ENTRY",APARTMENT,BURGLARY
"41.910092787","-87.635670016","OVER $500",STREET,THEFT
"41.896448775","-87.735982022","AGG CRIMINAL SEXUAL ABUSE",SIDEWALK,"SEX OFFENSE"
"41.740614227","-87.674123228",SIMPLE,RESIDENCE,ASSAULT
"41.841046694","-87.625212818","OVER $500",STREET,THEFT
"41.862037854","-87.645590554","$500 AND UNDER",STREET,THEFT
"41.882975873","-87.68951024","TELEPHONE THREAT",APARTMENT,"OTHER OFFENSE"
"41.886202772","-87.620685715",SIMPLE,"DRUG STORE",ASSAULT
"41.736784354","-87.566003775",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.899563378","-87.749297772","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.794533814","-87.631438536","THEFT OF LABOR/SERVICES","CTA STATION","DECEPTIVE PRACTICE"
"41.784087667","-87.603469977","UNLAWFUL ENTRY",APARTMENT,BURGLARY
"41.722924604","-87.538010328","FORCIBLE ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.941610378","-87.776338065","CRIMINAL SEXUAL ABUSE","CTA BUS STOP","SEX OFFENSE"
"41.778864596","-87.6642029",SIMPLE,RESTAURANT,ASSAULT
"41.866911165","-87.627420296","FINANCIAL IDENTITY THEFT OVER $ 300",,"DECEPTIVE PRACTICE"
"41.925625705","-87.638484663","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.706987456","-87.620244029","RETAIL THEFT","DRUG STORE",THEFT
"41.713432983","-87.571361574",SIMPLE,STREET,ASSAULT
"41.879690601","-87.731430526","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.812024774","-87.640755579","AGGRAVATED: OTHER","SCHOOL, PRIVATE, BUILDING","CRIM SEXUAL ASSAULT"
"41.883499453","-87.638559375","TO LAND","GOVERNMENT BUILDING/PROPERTY","CRIMINAL TRESPASS"
"41.810349031","-87.612811703","OTHER VEHICLE OFFENSE",RESIDENCE,"OTHER OFFENSE"
"41.744595581","-87.652367519",SIMPLE,STREET,ASSAULT
"41.868165405","-87.62743954","OVER $500","CTA PLATFORM",THEFT
"41.723869132","-87.630263007","UNLAWFUL ENTRY",RESIDENCE,BURGLARY
"41.88481028","-87.738066181","RECKLESS CONDUCT",RESIDENCE,"PUBLIC PEACE VIOLATION"
"41.689504602","-87.604261848",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.930796437","-87.701282026","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)",THEFT
"41.787939932","-87.798827902",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.84353044","-87.713544319","OTHER WEAPONS VIOLATION",APARTMENT,"OTHER OFFENSE"
"41.768096835","-87.663878589","$500 AND UNDER","CURRENCY EXCHANGE",THEFT
"41.88411981","-87.657439391","TO VEHICLE",STREET,"CRIMINAL TRESPASS"
"41.858490353","-87.695669649","$500 AND UNDER",APARTMENT,THEFT
"41.667985339","-87.624737205","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.684067706","-87.646983904","TELEPHONE THREAT",RESIDENCE,"OTHER OFFENSE"
"41.899872567","-87.723777036",SIMPLE,SIDEWALK,BATTERY
"41.891720004","-87.757930438",SIMPLE,"RESIDENCE PORCH/HALLWAY",BATTERY
"41.970987191","-87.706102953","FORCIBLE ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.649420043","-87.542314259","FORCIBLE ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.900915738","-87.718183718","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.88895519","-87.714904997",SIMPLE,APARTMENT,BATTERY
"41.976525184","-87.650814346","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.88728285","-87.756894211","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.709903214","-87.532138924","TO PROPERTY","COMMERCIAL / BUSINESS OFFICE","CRIMINAL DAMAGE"
"41.963753905","-87.721955134",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.894260796","-87.616868151","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL DAMAGE"
"41.710052632","-87.5327084","TO PROPERTY","COMMERCIAL / BUSINESS OFFICE","CRIMINAL DAMAGE"
"41.754490087","-87.562648422","FRAUD OR CONFIDENCE GAME",RESIDENCE,"DECEPTIVE PRACTICE"
"41.993338244","-87.682362609","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)",THEFT
"41.805688411","-87.70473224","$500 AND UNDER",STREET,THEFT
"41.958408956","-87.700821733","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.772831306","-87.591159004","UNLAWFUL ENTRY",APARTMENT,BURGLARY
"41.985404907","-87.71260785","AGGRAVATED VEHICULAR HIJACKING",STREET,ROBBERY
"41.738569281","-87.663137439",SIMPLE,"VEHICLE NON-COMMERCIAL",ASSAULT
"41.920898136","-87.720541885","VIOLATE ORDER OF PROTECTION","RESIDENCE PORCH/HALLWAY","OTHER OFFENSE"
"41.807908182","-87.668595747","ARMED: HANDGUN",STREET,ROBBERY
